id,subway_proximity
3187925,else
3191450,200
3191678,1000
3191925,200
3198018,500
3198365,300
3198824,300
3199681,1000
3200198,700
3200522,800
3200728,800
3201696,400
3202590,300
3205292,300
3206224,700
3206379,1000
3207986,100
3208188,300
3208609,700
3208747,100
3208904,700
3209866,1000
3209980,else
3210405,400
3212765,100
3213712,600
3213813,200
3215486,200
3215660,400
3215722,500
3216134,300
3216335,200
3216400,700
3217221,400
3218320,100
3218526,500
3219401,500
3219654,700
3219835,500
3220115,100
3220178,500
3220725,300
3223080,200
3224913,400
3225975,500
3227002,200
3230053,1000
3231460,300
3235070,400
3236301,200
3236385,500
3236977,500
3237160,600
3237602,700
3238109,400
3238355,400
3238517,200
3240518,500
3240838,600
3241287,400
3241502,700
3241858,200
3245000,400
3247291,500
3248010,300
3248526,500
3248671,200
3249076,200
3249078,500
3249253,300
3249726,200
3250685,300
3251014,500
3251638,100
3251901,300
3257345,300
3258196,400
3258197,400
3261569,600
3262238,400
3262855,600
3262930,600
3264261,700
3264684,600
3265275,700
3265407,500
3265409,500
3265410,400
3265982,200
3268008,400
3269281,300
3270009,600
3270428,500
3270702,700
3270809,400
3271052,300
3271893,300
3272201,600
3272552,else
3272628,500
3272721,500
3276963,200
3278436,400
3278530,500
3278631,400
3278691,700
3279671,500
3281606,300
3281660,300
3282550,700
3283028,600
3283409,700
3283729,100
3284019,500
3286369,300
3288496,300
3288625,700
3289009,900
3290309,300
3291286,400
3291524,900
3293500,400
3293842,400
3297016,100
3301484,400
3302463,300
3302905,300
3302921,400
3302932,600
3303165,400
3303301,300
3303382,400
3304307,400
3307936,500
3309572,400
3309982,300
3311821,200
3311830,400
3311834,1000
3312276,600
3312417,300
3315933,100
3316877,300
3317978,400
3318859,600
3319483,400
3320635,600
3321643,200
3322922,300
3323189,400
3324203,800
3324498,700
3325584,200
3325617,400
3325807,200
3328706,500
3331279,600
3332881,300
3334361,600
3334850,700
3337808,300
3339205,300
3339273,500
3339399,400
3341682,300
3343038,700
3343299,400
3344177,300
3344237,700
3344509,200
3344815,300
3349699,300
3350417,300
3351584,700
3352030,300
3352608,else
3354367,200
3354459,600
3354484,200
3357882,300
3358937,700
3359315,700
3359510,else
3362302,200
3363364,700
3363462,600
3367150,300
3368427,300
3368441,500
3369100,200
3369623,1000
3369826,500
3369929,300
3370285,700
3372399,else
3372642,500
3372925,else
3373030,100
3375448,400
3375998,200
3376567,700
3376999,300
3378404,600
3378576,700
3378585,800
3379914,400
3383382,700
3383662,600
3386226,600
3386746,600
3386923,100
3387493,300
3390839,600
3391220,400
3393798,300
3393999,700
3394044,200
3394314,else
3394517,400
3394768,600
3394964,200
3395099,100
3395398,600
3395697,300
3399909,700
3400359,800
3400645,500
3400739,500
3401083,400
3401271,500
3401911,500
3402474,200
3403034,400
3404472,300
3404668,400
3404873,700
3408897,200
3410516,300
3411006,400
3411815,1000
3411912,600
3412633,300
3412893,400
3414607,400
3414885,400
3415102,700
3415455,500
3420223,300
3420648,400
3421589,300
3423032,else
3423516,400
3424458,500
3425054,600
3425168,500
3426233,700
3429765,1000
3430612,700
3431378,200
3431816,500
3432660,500
3434211,400
3434303,900
3434471,600
3435260,300
3437101,100
3439207,400
3440135,100
3440741,900
3441130,500
3442067,200
3442140,400
3442152,500
3445138,900
3447238,200
3447448,600
3448037,300
3450210,300
3452721,else
3452835,400
3453488,500
3455983,600
3457770,400
3458525,300
3461872,400
3462975,300
3463385,400
3463475,200
3464727,400
3464971,600
3465604,400
3465651,else
3465977,400
3468486,300
3468914,400
3468942,400
3469115,700
3469171,else
3469295,200
3473305,400
3474320,500
3476105,500
3476431,200
3478771,400
3479019,600
3479614,300
3479639,300
3482919,300
3485146,400
3486103,300
3487445,else
3488283,500
3488989,500
3489095,800
3489242,800
3490317,300
3492910,600
3493833,400
3495686,400
3495854,700
3496384,500
3496438,300
3499016,600
3499174,100
3499251,300
3499326,900
3504289,600
3507112,300
3509822,400
3510929,500
3511778,500
3511883,600
3511898,700
3511934,500
3512428,200
3512620,700
3513303,300
3513662,200
3513960,800
3517621,600
3517646,300
3518682,else
3519172,500
3521162,300
3522244,300
3522329,400
3522513,200
3522539,200
3523001,else
3526122,300
3529500,700
3529503,400
3529888,100
3530122,600
3530395,300
3530517,100
3531018,800
3531190,400
3531345,200
3531959,300
3533180,500
3533604,600
3533669,300
3533741,700
3533777,300
3534137,400
3534443,200
3539618,700
3539882,400
3540370,700
3540722,else
3542523,1000
3543227,500
3544273,700
3544610,900
3544828,500
3544858,else
3544899,1000
3545066,300
3548393,400
3549074,800
3549478,600
3549798,400
3550298,500
3550879,400
3551778,600
3552043,300
3552693,500
3553361,600
3553679,500
3553768,400
3554230,200
3554285,300
3554287,900
3554599,500
3556241,500
3556577,300
3556615,1000
3559515,100
3559695,200
3561828,500
3562245,600
3563271,400
3565617,600
3567258,200
3568596,100
3569374,500
3574304,500
3575859,else
3575918,500
3576160,500
3578158,300
3580577,500
3581153,100
3581652,300
3582816,600
3583482,400
3583605,100
3583702,100
3584528,500
3585452,400
3585974,300
3586141,500
3587219,400
3591107,500
3593491,300
3593821,400
3594408,300
3595503,100
3595554,else
3595574,600
3600108,100
3600496,300
3600518,300
3600961,300
3601324,800
3601743,700
3601900,300
3602534,200
3602739,300
3603134,600
3603287,100
3603426,600
3604145,600
3605388,600
3605493,700
3605524,600
3605654,200
3605896,600
3608353,700
3609762,else
3611620,900
3611813,400
3613161,200
3613839,400
3614113,500
3614159,600
3614680,700
3616001,200
3616003,900
3616173,400
3616527,else
3616946,200
3617498,200
3619399,800
3623158,400
3623201,500
3623946,500
3624205,400
3624380,400
3624387,800
3624653,800
3624952,700
3625075,500
3625117,600
3625870,500
3626302,500
3626426,300
3626609,300
3626699,300
3627106,500
3627326,200
3627589,700
3628190,500
3628328,400
3628553,else
3629217,else
3629381,400
3629580,300
3630304,300
3630309,300
3632258,400
3634361,500
3635348,200
3635624,600
3636601,500
3636967,else
3637029,100
3638841,800
3638852,1000
3641819,700
3642278,500
3642325,else
3642801,400
3643392,900
3643673,500
3644017,400
3644037,500
3645284,800
3645866,500
3646059,300
3646551,700
3652120,600
3652230,300
3653996,700
3654510,500
3654511,800
3655007,1000
3655367,400
3659544,900
3660983,700
3661168,900
3662091,300
3662724,200
3662795,400
3662827,200
3662887,300
3662949,1000
3663178,800
3663423,500
3663798,500
3663984,400
3664439,500
3664714,600
3666653,700
3666709,700
3670659,300
3672455,400
3673938,900
3674757,500
3675957,1000
3677769,300
3677995,600
3678064,200
3678796,300
3678829,800
3678990,400
3683236,600
3683241,400
3684144,100
3684302,800
3685433,900
3685704,else
3686493,600
3686972,400
3687172,600
3687227,600
3688168,400
3688197,600
3689140,200
3692566,500
3693901,800
3694441,700
3694498,300
3695776,800
3696043,500
3696746,200
3697432,400
3698111,600
3698241,400
3698367,400
3700364,500
3701708,300
3701890,600
3702400,100
3703037,500
3703633,200
3703805,300
3704067,300
3706213,500
3709013,600
3710162,200
3710230,400
3710436,500
3710685,400
3711039,200
3715638,600
3715824,800
3716193,500
3717689,500
3717749,500
3718713,500
3720404,400
3721826,200
3725902,200
3727816,else
3727861,500
3728309,500
3728837,1000
3731209,200
3731871,400
3731965,700
3735483,1000
3737180,200
3737847,100
3738529,else
3738756,600
3738815,500
3739126,400
3739712,500
3739864,500
3740402,400
3741405,200
3741530,500
3741728,else
3741945,400
3742373,500
3743048,else
3747107,300
3747240,600
3747392,300
3747567,500
3749971,900
3750917,300
3751048,400
3751919,800
3752035,400
3755474,600
3757178,else
3757461,600
3758296,400
3758686,700
3759009,100
3760029,500
3760158,700
3760592,500
3760824,700
3762842,200
3764540,400
3765095,200
3765357,700
3766496,700
3766770,300
3767156,300
3767267,500
3767674,200
3768977,500
3769052,100
3769257,700
3771656,400
3771845,200
3772256,100
3775259,else
3775379,200
3775978,400
3779230,else
3779262,800
3780113,300
3780206,200
3780715,600
3780951,500
3782283,300
3782441,200
3782925,500
3783016,300
3783021,300
3783639,500
3785438,400
3787867,200
3789265,300
3789758,600
3790118,200
3790746,300
3791244,400
3791325,800
3791554,200
3792246,600
3793161,100
3793246,600
3793542,400
3793874,200
3797183,400
3798874,500
3798941,300
3799598,100
3800332,else
3800547,600
3800549,500
3801407,else
3801701,200
3802218,200
3802538,400
3802966,300
3804690,600
3808093,500
3808119,700
3808230,400
3808323,400
3808358,300
3808620,500
3811186,600
3811639,200
3811757,200
3812133,100
3812222,600
3812554,else
3816424,600
3816499,600
3817216,600
3817304,400
3817666,600
3818187,400
3818279,else
3818298,300
3819407,400
3819656,500
3819703,300
3819946,600
3821676,500
3822172,600
3825437,300
3826037,800
3826226,600
3826908,200
3827311,400
3827442,400
3829039,600
3829261,else
3829609,600
3831962,500
3832444,300
3832774,else
3832863,300
3832932,500
3833538,300
3835052,500
3835334,600
3835633,else
3835681,800
3835740,900
3835757,600
3835766,800
3836180,300
3836189,400
3836199,else
3838056,1000
3838375,500
3838388,400
3838416,700
3839364,900
3840000,400
3840127,500
3840286,100
3840324,600
3840541,400
3841033,400
3841048,500
3841113,500
3842694,else
3847733,600
3848324,300
3848431,300
3849226,200
3849347,100
3850254,500
3850493,else
3850967,400
3851498,200
3851623,600
3851719,500
3851911,900
3852261,400
3852988,700
3857180,200
3857863,300
3858105,else
3858822,100
3860464,900
3860762,100
3860899,300
3861713,else
3861943,600
3864528,600
3866538,300
3866843,400
3866888,600
3867293,500
3867705,else
3868100,300
3868344,600
3869398,400
3869762,500
3869779,300
3870158,300
3870294,400
3870793,600
3874702,500
3874870,500
3875294,800
3876850,400
3880588,700
3881808,200
3882103,600
3882466,600
3882682,600
3883020,500
3884105,300
3884893,100
3885177,else
3887138,600
3887381,300
3888469,300
3888752,200
3889997,200
3890417,400
3891031,else
3891370,200
3892700,else
3895289,400
3895455,800
3895930,800
3896579,300
3896701,500
3897387,300
3897601,400
3898329,300
3902156,else
3902791,400
3903173,400
3903284,300
3904135,500
3905849,600
3907413,600
3907603,200
3908094,400
3908257,100
3911451,300
3911453,400
3911632,200
3912794,500
3913541,500
3913635,400
3914400,700
3914773,else
3914962,600
3915042,500
3915796,500
3916312,300
3917007,500
3920562,100
3922417,400
3923128,500
3923538,400
3924092,400
3924325,500
3924397,600
3924506,400
3924619,400
3924820,300
3925426,300
3928241,200
3928525,200
3928833,300
3929669,300
3930149,1000
3930842,500
3930878,else
3933059,800
3933382,100
3936970,900
3939041,500
3939086,200
3939535,300
3940301,900
3942731,600
3943279,else
3943879,100
3944200,900
3944233,300
3944499,100
3944625,300
3944627,400
3945796,300
3946018,400
3946115,200
3946177,900
3946201,400
3946239,300
3946288,1000
3946471,700
3948939,500
3950114,300
3951363,300
3952093,400
3952676,300
3952731,600
3953314,else
3953415,else
3953585,300
3953942,200
3957619,400
3958460,300
3959369,700
3962389,else
3962586,400
3963137,500
3963345,400
3963635,400
3967160,else
3967492,400
3967945,600
3968434,200
3968610,500
3970224,1000
3970345,800
3970562,500
3970701,400
3970724,400
3970755,500
3970936,700
3971065,100
3971526,400
3971534,700
3971580,100
3971948,500
3973944,300
3974464,200
3975630,100
3979360,400
3979611,500
3979613,500
3979628,300
3979714,400
3980487,300
3983422,200
3983469,200
3983643,600
3984168,100
3985673,else
3987571,300
3987599,300
3989564,500
3992326,300
3993392,500
3993553,600
3999228,500
4000133,100
4000561,300
4000571,400
4000579,500
4000621,800
4003515,400
4006264,400
4007277,800
4007770,500
4008443,400
4013339,300
4013668,500
4016069,500
4016121,400
4016142,200
4016173,300
4016791,300
4017226,400
4020957,400
4024936,300
4025313,400
4025329,300
4026150,400
4028670,400
4031297,500
4031463,else
4031809,200
4032229,900
4033300,500
4033422,else
4033444,700
4033521,800
4033998,700
4037379,400
4037522,900
4038794,300
4039020,200
4039789,300
4040900,300
4040926,400
4041189,200
4041351,900
4041383,600
4044625,100
4044906,400
4046281,else
4047638,700
4047751,400
4047791,400
4047815,600
4047932,800
4048043,200
4050254,600
4050765,300
4050795,600
4051643,100
4052514,500
4053249,600
4053287,700
4053471,300
4053517,300
4053564,800
4053597,700
4053912,400
4053987,600
4054332,800
4054450,800
4055732,400
4057361,500
4058701,500
4058949,400
4059037,400
4059620,100
4060446,700
4060526,800
4060993,400
4063357,900
4066224,300
4067861,200
4068216,500
4069228,600
4069341,600
4069681,300
4070025,700
4070027,400
4071007,200
4074248,200
4074892,700
4076084,else
4077090,600
4077427,500
4077428,300
4077460,400
4081707,else
4081800,200
4081926,else
4082062,800
4082357,1000
4083049,700
4084603,500
4085647,else
4088506,600
4089102,600
4089189,500
4089492,200
4089915,400
4090748,300
4091629,600
4092826,else
4093399,800
4093511,400
4093591,700
4096470,else
4097279,200
4097284,else
4098078,500
4098271,300
4098814,900
4102208,400
4102483,500
4103623,400
4103970,1000
4108547,200
4108799,else
4109246,200
4109420,700
4110645,400
4115327,700
4116403,500
4117134,500
4117817,400
4118244,300
4118907,900
4119763,400
4119794,500
4120122,400
4120182,else
4121110,500
4121173,300
4121363,500
4125398,300
4125515,800
4126452,300
4126676,300
4127402,600
4127524,300
4128337,500
4128428,200
4128450,400
4128603,500
4129195,400
4129212,900
4129365,300
4129487,1000
4129513,1000
4129541,1000
4129909,400
4129992,600
4130266,400
4132116,500
4134035,600
4135674,300
4135848,200
4135876,200
4136252,400
4136596,300
4137414,500
4137415,300
4137645,600
4137680,400
4137756,100
4137789,400
4137900,200
4137979,900
4140622,800
4140776,else
4142125,400
4144519,400
4144630,300
4144849,600
4145124,400
4145494,300
4148088,500
4148280,500
4150932,400
4150972,400
4152752,500
4154009,600
4155012,300
4155099,else
4156015,900
4157064,600
4157451,500
4158078,100
4160934,800
4161127,500
4162292,700
4162519,300
4163020,300
4163710,100
4163742,300
4163781,300
4163804,500
4165278,400
4168660,600
4168812,400
4169094,600
4169840,500
4170460,200
4170796,200
4171272,500
4171406,500
4171692,800
4172633,100
4172947,400
4173751,300
4174115,100
4174286,600
4174847,600
4178152,600
4178851,400
4179420,600
4180643,400
4181598,800
4182262,800
4182568,500
4183424,300
4183664,700
4183801,700
4183989,600
4187387,500
4187653,300
4187747,1000
4188351,300
4188807,300
4189428,300
4190301,500
4191257,800
4192400,500
4194010,200
4194494,200
4195677,800
4196039,else
4197760,else
4198391,400
4198695,600
4199411,100
4199782,700
4201905,300
4203460,400
4204083,300
4204302,400
4204988,200
4205232,400
4205816,400
4206034,else
4206087,300
4208547,700
4209106,300
4209595,200
4211276,200
4211510,900
4215595,100
4216183,300
4216435,800
4216745,700
4216774,300
4216813,else
4217268,400
4217758,600
4218034,600
4218067,600
4218098,400
4218129,300
4219851,600
4220151,300
4221999,400
4224091,600
4225569,else
4225745,100
4226098,100
4226269,200
4226535,500
4227018,500
4227141,900
4227161,800
4227207,400
4227499,600
4227554,700
4232255,600
4232356,900
4232865,400
4233025,300
4233705,200
4235620,else
4235843,600
4235961,200
4236107,400
4236725,600
4240861,800
4241028,else
4241486,600
4243533,500
4244174,400
4244242,700
4244476,200
4244528,800
4244576,200
4247883,300
4248788,500
4249131,400
4249342,100
4250746,400
4252172,400
4256091,800
4257572,300
4257889,200
4258443,200
4258867,300
4259427,300
4260964,300
4261214,200
4261951,600
4262120,300
4262707,else
4263488,500
4263624,700
4263802,500
4263880,300
4264049,else
4264127,600
4265471,400
4267133,400
4268286,500
4270499,500
4270683,1000
4271059,600
4271119,else
4271877,500
4273931,200
4274443,600
4274462,400
4274589,300
4274595,500
4275729,700
4276532,500
4276618,200
4276762,300
4277614,200
4277724,else
4277980,400
4278084,500
4278389,else
4278568,400
4279260,200
4279323,300
4279550,300
4280053,300
4280118,200
4281241,600
4282178,400
4282998,700
4284031,300
4284158,300
4285876,300
4286196,400
4286662,300
4287589,800
4288276,700
4288361,400
4291200,else
4291654,500
4293935,700
4294546,400
4294640,400
4294969,300
4295108,500
4295542,600
4295603,else
4295733,500
4296126,600
4296291,300
4296710,500
4296956,else
4297952,600
4299536,500
4302293,200
4303600,800
4303825,500
4305170,300
4308612,600
4308633,300
4308798,300
4308991,500
4309079,500
4309648,800
4309757,300
4310501,500
4311648,900
4315934,400
4318364,200
4320934,300
4325244,100
4325284,200
4325329,200
4329728,400
4331684,300
4331691,200
4333204,400
4334446,700
4334513,500
4338177,200
4338541,800
4338548,700
4339188,300
4339189,700
4339202,800
4339924,400
4340609,1000
4341158,else
4342895,700
4342924,else
4343011,300
4343312,500
4343401,else
4343956,400
4347579,200
4349695,500
4350120,900
4350406,800
4350464,400
4350495,100
4350952,300
4351563,800
4352537,700
4354764,1000
4354901,700
4356396,200
4357134,300
4357892,else
4358291,400
4359219,400
4359718,500
4359756,200
4359921,900
4362474,500
4362570,400
4363228,600
4364789,400
4364924,100
4365276,100
4365328,700
4365491,800
4365756,700
4365765,300
4365833,400
4366049,300
4366115,600
4369737,600
4370230,200
4375146,200
4375375,500
4377337,100
4377929,700
4378816,700
4378951,900
4379145,300
4379271,800
4379307,200
4383734,700
4384181,else
4384442,200
4384820,400
4385360,200
4386513,else
4386598,300
4386718,400
4387007,else
4387152,500
4387491,500
4390865,600
4392066,300
4392351,600
4392596,400
4392996,500
4393126,200
4393502,else
4393519,1000
4393628,else
4394687,200
4396142,800
4396299,900
4396939,700
4397455,else
4399721,800
4401013,400
4401193,700
4402117,else
4402805,400
4403159,300
4403928,200
4403972,500
4404544,400
4404818,400
4405156,400
4405874,400
4407787,500
4407790,900
4408381,800
4409074,300
4410626,else
4412533,200
4415695,700
4416667,200
4416970,400
4417147,200
4417912,500
4421355,800
4421826,700
4422017,300
4422602,600
4423650,300
4423782,300
4424261,300
4424391,200
4424405,400
4424511,100
4426780,500
4426877,200
4427442,400
4428027,500
4428854,400
4428906,700
4429337,400
4430645,400
4430657,300
4430747,200
4430808,else
4430819,500
4431247,500
4431674,200
4435766,500
4436185,800
4436944,300
4437053,200
4438029,300
4438223,500
4438459,300
4438470,800
4438931,200
4439602,500
4439839,else
4440020,500
4440181,400
4440611,700
4440751,400
4444204,300
4445185,500
4446178,700
4446862,400
4447524,700
4447611,600
4447904,200
4449058,600
4449559,300
4449611,400
4450020,200
4452723,200
4453233,500
4453484,400
4454122,400
4454400,600
4454538,400
4455094,500
4455301,400
4456004,300
4456312,900
4456555,600
4456880,400
4457556,400
4460838,300
4462008,900
4462491,900
4462553,400
4464418,200
4464508,300
4467771,600
4469264,600
4469650,400
4469679,300
4470423,500
4471513,100
4472904,500
4472978,400
4473156,200
4475128,400
4476605,else
4476945,500
4479556,100
4479625,200
4479632,300
4480308,200
4480793,600
4481427,600
4481474,600
4481694,200
4482158,300
4482584,1000
4482783,300
4483117,600
4483517,700
4483672,400
4484212,500
4484620,200
4484899,400
4485286,500
4488882,else
4490268,400
4491140,400
4492303,400
4492678,600
4492821,300
4493474,400
4493526,300
4493658,300
4494217,500
4494588,else
4494705,500
4497294,800
4497963,700
4498688,500
4498927,300
4499097,300
4499976,300
4500272,700
4500615,600
4500794,500
4500897,500
4501164,300
4502339,300
4502545,500
4503472,300
4504049,else
4504353,500
4504493,500
4507262,500
4508885,200
4509357,300
4509500,200
4509560,600
4509664,200
4512045,600
4512093,200
4512329,100
4513084,300
4513190,200
4514042,600
4516766,400
4516939,400
4517117,300
4517177,400
4517848,400
4518242,700
4519764,100
4520113,300
4520449,300
4520941,300
4523324,300
4524289,300
4525475,300
4525589,500
4530085,400
4530154,300
4530160,400
4530432,200
4531802,600
4531990,600
4532435,200
4532913,400
4533010,700
4536637,700
4537198,400
4537297,600
4537389,100
4537500,600
4537520,200
4538012,400
4538019,else
4538238,700
4538274,300
4538901,200
4539483,300
4539520,800
4539906,300
4540852,700
4541102,900
4541187,400
4545882,600
4545999,400
4546034,300
4546721,500
4547143,500
4547273,400
4549155,800
4549248,400
4549555,500
4549557,300
4549627,600
4549930,1000
4550015,400
4550041,else
4550494,500
4550557,else
4550602,700
4550747,800
4553528,400
4553721,500
4554473,500
4554577,300
4555241,500
4555470,300
4556564,200
4556760,500
4557206,200
4557370,400
4558046,700
4559096,700
4563401,800
4564292,200
4564695,400
4564840,800
4565734,300
4566340,400
4566571,300
4566818,100
4566989,400
4567433,else
4567518,300
4567703,400
4567765,500
4567820,700
4571518,500
4571925,500
4572225,500
4573728,300
4573897,200
4574224,100
4574225,500
4575364,400
4576206,500
4576821,400
4578471,800
4581479,1000
4581788,200
4581942,300
4582087,400
4582684,300
4582781,200
4582785,300
4585734,100
4586330,600
4586448,400
4586880,700
4587321,1000
4587905,500
4588273,500
4588678,800
4588689,700
4589819,700
4592475,200
4593609,300
4593770,900
4593939,600
4594389,300
4594620,300
4596378,else
4598265,400
4600556,200
4601325,300
4602440,100
4603012,400
4603954,else
4604991,else
4605455,600
4605840,500
4606017,600
4606385,300
4606473,500
4606614,400
4606675,else
4607923,600
4611004,400
4611203,400
4611256,500
4611295,500
4612401,600
4613154,600
4614091,300
4614146,500
4614435,300
4614838,700
4615631,500
4615887,500
4616452,600
4616700,500
4616865,400
4619579,700
4620262,400
4620505,400
4620954,300
4620962,300
4621213,500
4621217,500
4621713,400
4621923,400
4622869,300
4623217,900
4623622,else
4623635,800
4623696,100
4623771,400
4624521,200
4624657,800
4624874,400
4625126,500
4628603,800
4628804,500
4629211,500
4629359,500
4629599,500
4629726,1000
4629870,200
4632542,100
4632795,400
4632852,300
4633258,100
4635425,400
4636323,500
4636643,600
4636874,200
4637014,700
4637053,else
4637145,400
4637146,500
4637858,900
4638668,400
4638967,400
4639015,900
4639179,300
4639451,700
4639746,400
4640515,300
4641291,else
4641406,400
4642539,1000
4642913,400
4643192,500
4643199,400
4643295,600
4644632,800
4644669,200
4644688,200
4644828,400
4645170,700
4645319,400
4645824,500
4645831,1000
4649468,100
4649627,600
4650123,400
4650725,else
4651354,300
4651486,100
4652629,500
4653508,1000
4654785,500
4656361,600
4658293,400
4658860,else
4659046,900
4659285,200
4660022,400
4660633,700
4660939,500
4660964,600
4661135,800
4661662,300
4662584,500
4662784,700
4662889,200
4663122,700
4663804,800
4663807,400
4666584,700
4666794,800
4667046,900
4667146,500
4667148,200
4667707,700
4668252,600
4671552,300
4671712,200
4671824,800
4672445,100
4672452,400
4677056,400
4677469,600
4677654,300
4678514,400
4678568,200
4678742,500
4678795,600
4679967,500
4680299,400
4681193,800
4681219,200
4685448,600
4685985,300
4686678,800
4686821,200
4687730,700
4687896,else
4688418,600
4690677,300
4691130,500
4691649,500
4693338,600
4694179,100
4694480,800
4694622,400
4694625,300
4694688,200
4695408,500
4697809,400
4698079,900
4698707,600
4699061,300
4699123,700
4699289,200
4699535,700
4699963,200
4700082,else
4700265,700
4700565,400
4700809,500
4700894,500
4701270,500
4701425,1000
4701749,500
4701802,500
4704813,500
4705670,500
4706957,400
4707057,100
4707159,600
4708314,600
4708609,500
4708909,500
4709252,100
4710102,400
4710310,900
4710315,300
4710488,300
4711070,400
4713896,600
4714600,600
4714854,400
4715740,300
4716349,300
4716613,400
4717237,500
4717267,400
4717296,900
4717440,300
4718031,200
4718314,500
4718436,200
4718809,400
4719825,300
4720086,500
4720121,400
4720142,300
4720326,500
4720460,400
4720558,600
4720719,400
4720752,300
4720783,400
4720789,500
4721007,500
4724857,800
4724943,300
4725251,400
4725852,800
4726749,400
4726941,400
4727369,300
4727731,600
4727889,200
4727912,200
4728136,500
4729374,200
4730371,400
4730379,400
4730857,500
4733949,400
4734069,800
4734170,300
4734709,400
4735505,500
4736480,400
4736912,700
4737392,400
4737830,200
4737930,600
4738250,700
4738406,100
4738429,else
4738946,200
4739407,800
4739703,700
4742068,400
4742102,else
4742842,400
4743840,300
4744276,600
4744487,500
4744592,300
4745012,800
4745212,100
4745876,200
4745879,200
4746171,700
4747068,400
4747624,700
4748873,300
4750486,1000
4750578,500
4751686,600
4752020,400
4752249,700
4752659,1000
4753571,200
4753639,300
4753866,500
4753918,400
4754646,500
4756125,300
4756297,300
4756551,400
4756578,900
4756856,500
4757212,600
4757941,700
4758028,500
4758601,500
4758877,300
4758924,300
4759361,400
4759680,else
4759906,400
4760076,100
4760085,400
4760107,200
4760504,1000
4762718,500
4763327,500
4765123,100
4765631,300
4765659,else
4766198,500
4766284,400
4766468,300
4766582,400
4766618,400
4766819,700
4767139,500
4767549,400
4767748,500
4768030,700
4768982,400
4771964,100
4772857,700
4772987,500
4773463,600
4774041,100
4774190,200
4774496,300
4774629,400
4774658,500
4774763,100
4774924,800
4775278,600
4775547,400
4775737,200
4776045,200
4776065,500
4776107,700
4777063,200
4777166,700
4777236,else
4777269,500
4777597,500
4777745,100
4777903,300
4778638,500
4781069,400
4781700,400
4782243,400
4782252,else
4782569,700
4782799,500
4783057,300
4783437,300
4783614,600
4783738,500
4783809,400
4784618,700
4784741,else
4784846,400
4784867,900
4785105,300
4785563,700
4785941,500
4786030,400
4786139,900
4786675,700
4787201,500
4787386,400
4787527,800
4788812,300
4790969,400
4791389,200
4791542,300
4791964,300
4792192,900
4792219,600
4792342,400
4792430,300
4792529,100
4792705,400
4794322,400
4794512,else
4795029,300
4795088,300
4795390,else
4795485,500
4795857,400
4796070,200
4796255,700
4798723,900
4798794,200
4799245,800
4799839,400
4800921,200
4801661,500
4802299,else
4802374,700
4802648,600
4803244,800
4803623,500
4803750,400
4804228,400
4807244,600
4807492,500
4807899,200
4808065,900
4808239,900
4808505,else
4808745,600
4809056,500
4809337,300
4809346,300
4813140,200
4813236,500
4813259,700
4813342,500
4813781,300
4813832,400
4814075,600
4814810,900
4815028,500
4815848,400
4815886,300
4817139,600
4817208,200
4820897,300
4821218,600
4821331,700
4821605,600
4821786,else
4822057,400
4822181,500
4822324,700
4822557,500
4822822,500
4823105,500
4823386,400
4823529,300
4823682,600
4823910,300
4823959,800
4824052,500
4824146,600
4824211,else
4824310,500
4824361,400
4824521,200
4824808,200
4824847,800
4824849,200
4825359,200
4828336,400
4829068,600
4829088,600
4829779,300
4830154,500
4830158,300
4830494,200
4830799,else
4831603,300
4831703,600
4831795,200
4832126,400
4833294,400
4833671,400
4836986,300
4837865,300
4837935,600
4838260,400
4838271,500
4838540,200
4839016,400
4839323,1000
4839357,300
4839805,400
4839932,100
4840211,400
4840381,400
4840794,300
4840841,300
4840977,100
4841187,700
4841431,500
4841843,700
4842054,300
4842112,else
4842507,200
4845237,500
4846199,400
4846449,400
4846754,400
4846877,300
4847312,300
4847624,400
4847648,100
4848500,400
4848528,600
4849266,700
4849703,300
4849864,500
4850000,400
4853011,200
4853287,600
4853365,500
4853437,600
4853647,900
4853870,400
4854552,700
4855004,1000
4855612,800
4855835,700
4856857,400
4857075,500
4857619,500
4859716,600
4859903,400
4860430,500
4860650,700
4860876,700
4861046,500
4863176,200
4863419,900
4865377,200
4865387,400
4865454,400
4866426,500
4866620,200
4866867,800
4866875,300
4867016,600
4867504,400
4867749,500
4867876,300
4868048,400
4868150,400
4868571,100
4869988,400
4870239,600
4871966,400
4873207,200
4873690,200
4873699,400
4874334,800
4874519,200
4874735,200
4877884,600
4879530,600
4879911,400
4880277,400
4880542,400
4880811,100
4880985,200
4881017,100
4881420,100
4884601,500
4885240,400
4885569,300
4885595,700
4885673,500
4885975,500
4886678,500
4887250,200
4887473,100
4887638,300
4887727,400
4889948,300
4890335,600
4891172,300
4891441,300
4891477,900
4891616,500
4891701,500
4892675,300
4896937,500
4897673,300
4900034,400
4901020,400
4901269,400
4901424,500
4901617,400
4902025,300
4902143,600
4902497,800
4904582,400
4905118,500
4905248,500
4905337,800
4906823,700
4906961,800
4907206,200
4907369,400
4907749,800
4907861,500
4908078,400
4908331,500
4908634,300
4908978,400
4909080,300
4909427,300
4909438,300
4916150,600
4916323,500
4916340,400
4917122,1000
4917217,500
4918117,500
4920912,300
4921548,400
4924590,200
4925050,400
4925368,400
4925517,400
4926610,400
4927853,200
4928303,500
4929917,500
4930306,300
