fid,id
"1","3647"
"2","3831"
"3","5022"
"4","5178"
"5","5203"
"6","5238"
"7","5295"
"8","5441"
"9","5803"
"10","6021"
"11","6090"
"12","6848"
"13","7322"
"14","7750"
"15","7801"
"16","8024"
"17","8025"
"18","8110"
"19","8700"
"20","9668"
"21","9704"
"22","9783"
"23","10452"
"24","10962"
"25","11943"
"26","12048"
"27","12299"
"28","12318"
"29","12627"
"30","12937"
"31","12940"
"32","13808"
"33","14287"
"34","14290"
"35","14377"
"36","14991"
"37","15220"
"38","15341"
"39","15396"
"40","16338"
"41","16421"
"42","16974"
"43","17092"
"44","17693"
"45","17747"
"46","18127"
"47","18198"
"48","18728"
"49","19159"
"50","19169"
"51","19282"
"52","19319"
"53","19601"
"54","19812"
"55","20300"
"56","20724"
"57","20734"
"58","20755"
"59","20853"
"60","20913"
"61","21456"
"62","21644"
"63","21794"
"64","22918"
"65","23501"
"66","23686"
"67","24143"
"68","24285"
"69","25406"
"70","25696"
"71","26362"
"72","26520"
"73","26559"
"74","26785"
"75","26954"
"76","26969"
"77","27006"
"78","27531"
"79","27644"
"80","27659"
"81","27759"
"82","27883"
"83","28321"
"84","28907"
"85","29013"
"86","29455"
"87","29628"
"88","29683"
"89","30927"
"90","31130"
"91","31555"
"92","31994"
"93","32037"
"94","32100"
"95","32289"
"96","32331"
"97","32969"
"98","33009"
"99","35526"
"100","36121"
"101","36133"
"102","36647"
"103","36703"
"104","38638"
"105","38663"
"106","39267"
"107","39282"
"108","39593"
"109","40039"
"110","40453"
"111","41348"
"112","41513"
"113","42580"
"114","43957"
"115","44221"
"116","44288"
"117","44506"
"118","45393"
"119","45542"
"120","45556"
"121","45910"
"122","45940"
"123","46544"
"124","46723"
"125","46911"
"126","47362"
"127","47370"
"128","48719"
"129","50447"
"130","51572"
"131","53196"
"132","54158"
"133","54453"
"134","54466"
"135","54508"
"136","54544"
"137","54860"
"138","55668"
"139","55737"
"140","55959"
"141","55982"
"142","57468"
"143","57618"
"144","57740"
"145","57754"
"146","57874"
"147","58059"
"148","58467"
"149","59014"
"150","59121"
"151","59709"
"152","59855"
"153","60164"
"154","60457"
"155","60611"
"156","60666"
"157","60673"
"158","60794"
"159","61167"
"160","61224"
"161","61406"
"162","61492"
"163","61509"
"164","62095"
"165","62427"
"166","62430"
"167","62903"
"168","62925"
"169","63299"
"170","63360"
"171","63573"
"172","63913"
"173","64000"
"174","64015"
"175","64107"
"176","64707"
"177","65019"
"178","65562"
"179","65615"
"180","65813"
"181","65834"
"182","66008"
"183","66026"
"184","66275"
"185","66451"
"186","66718"
"187","66741"
"188","67397"
"189","68099"
"190","68305"
"191","68735"
"192","68765"
"193","68900"
"194","68974"
"195","69894"
"196","69921"
"197","70095"
"198","70128"
"199","71010"
"200","71248"
"201","71366"
"202","71384"
"203","72190"
"204","72265"
"205","74073"
"206","74240"
"207","74404"
"208","74860"
"209","75193"
"210","75635"
"211","76761"
"212","78919"
"213","79067"
"214","79782"
"215","80924"
"216","83446"
"217","84659"
"218","85094"
"219","86215"
"220","89427"
"221","89621"
"222","93313"
"223","94035"
"224","94477"
"225","94783"
"226","95747"
"227","96471"
"228","98663"
"229","99070"
"230","99085"
"231","100186"
"232","101053"
"233","102995"
"234","103161"
"235","103806"
"236","105469"
"237","105510"
"238","107630"
"239","107895"
"240","110739"
"241","112100"
"242","112304"
"243","112359"
"244","113945"
"245","114123"
"246","114229"
"247","114969"
"248","115535"
"249","115748"
"250","117425"
"251","118680"
"252","120362"
"253","121861"
"254","123784"
"255","125053"
"256","126443"
"257","126816"
"258","127387"
"259","128975"
"260","131154"
"261","132695"
"262","133025"
"263","134934"
"264","135393"
"265","135465"
"266","135706"
"267","136493"
"268","140425"
"269","141154"
"270","141335"
"271","141890"
"272","141984"
"273","144087"
"274","145064"
"275","145188"
"276","145994"
"277","146754"
"278","147586"
"279","148201"
"280","148259"
"281","148825"
"282","149287"
"283","150804"
"284","151199"
"285","152263"
"286","153405"
"287","154934"
"288","157673"
"289","158061"
"290","158176"
"291","158290"
"292","158913"
"293","158955"
"294","159749"
"295","159815"
"296","159913"
"297","160609"
"298","160994"
"299","161366"
"300","161394"
"301","161996"
"302","162508"
"303","163809"
"304","163814"
"305","164989"
"306","165080"
"307","165824"
"308","166006"
"309","166172"
"310","166983"
"311","167013"
"312","167017"
"313","167222"
"314","167482"
"315","168546"
"316","169002"
"317","169152"
"318","169306"
"319","169483"
"320","170420"
"321","170761"
"322","171776"
"323","172700"
"324","172870"
"325","173072"
"326","173742"
"327","174527"
"328","176135"
"329","176653"
"330","176962"
"331","177421"
"332","177495"
"333","179741"
"334","180507"
"335","180792"
"336","182069"
"337","182095"
"338","185266"
"339","187488"
"340","187566"
"341","187986"
"342","188146"
"343","188661"
"344","188674"
"345","189732"
"346","189787"
"347","190267"
"348","190542"
"349","190974"
"350","193333"
"351","193393"
"352","193853"
"353","194154"
"354","195123"
"355","195240"
"356","195578"
"357","195989"
"358","196010"
"359","197155"
"360","197753"
"361","199195"
"362","199312"
"363","200645"
"364","200955"
"365","201992"
"366","203901"
"367","204065"
"368","204833"
"369","205043"
"370","205485"
"371","205735"
"372","206316"
"373","208148"
"374","211974"
"375","212178"
"376","212544"
"377","213272"
"378","213330"
"379","215560"
"380","215784"
"381","215907"
"382","217580"
"383","218358"
"384","219066"
"385","219482"
"386","219793"
"387","219818"
"388","219922"
"389","220351"
"390","221043"
"391","221097"
"392","221618"
"393","222054"
"394","222304"
"395","223930"
"396","224004"
"397","224006"
"398","224510"
"399","225297"
"400","225306"
"401","225887"
"402","225926"
"403","226021"
"404","227715"
"405","228496"
"406","228517"
"407","228925"
"408","228979"
"409","229874"
"410","230321"
"411","230877"
"412","231414"
"413","233638"
"414","233662"
"415","234184"
"416","234870"
"417","235651"
"418","235960"
"419","236671"
"420","236788"
"421","237127"
"422","237210"
"423","239055"
"424","239766"
"425","239883"
"426","239899"
"427","241140"
"428","241862"
"429","242532"
"430","242643"
"431","243229"
"432","243708"
"433","245504"
"434","245544"
"435","245574"
"436","245607"
"437","246351"
"438","246916"
"439","246938"
"440","248871"
"441","249414"
"442","249867"
"443","250259"
"444","250311"
"445","250323"
"446","250536"
"447","250537"
"448","250801"
"449","251262"
"450","251277"
"451","252076"
"452","252607"
"453","253590"
"454","253623"
"455","254131"
"456","254409"
"457","255024"
"458","255476"
"459","255601"
"460","255957"
"461","256078"
"462","257097"
"463","257568"
"464","257787"
"465","258284"
"466","258397"
"467","258688"
"468","258740"
"469","261259"
"470","261344"
"471","261674"
"472","261781"
"473","262343"
"474","262478"
"475","262583"
"476","263232"
"477","263776"
"478","263888"
"479","264323"
"480","265036"
"481","265064"
"482","265145"
"483","265506"
"484","265831"
"485","265912"
"486","266146"
"487","266155"
"488","266351"
"489","266437"
"490","266449"
"491","266756"
"492","267708"
"493","268392"
"494","268481"
"495","269889"
"496","270231"
"497","270345"
"498","270680"
"499","270681"
"500","271128"
"501","271694"
"502","271950"
"503","271954"
"504","272026"
"505","272738"
"506","273190"
"507","274062"
"508","274329"
"509","274376"
"510","276482"
"511","277370"
"512","277883"
"513","278090"
"514","278145"
"515","278876"
"516","279093"
"517","281521"
"518","281756"
"519","282443"
"520","282514"
"521","283072"
"522","283184"
"523","283272"
"524","283550"
"525","284208"
"526","285442"
"527","285492"
