fid,id
"1","5238"
"2","12940"
"3","15341"
"4","18728"
"5","19169"
"6","19601"
"7","21794"
"8","45542"
"9","48719"
"10","55737"
"11","55982"
"12","57740"
"13","61509"
"14","66741"
"15","102995"
"16","110739"
"17","135393"
"18","180792"
"19","189732"
"20","190542"
"21","195123"
"22","200955"
"23","215784"
"24","225887"
"25","246938"
"26","249414"
"27","252607"
"28","255957"
"29","261344"
"30","261674"
"31","265145"
"32","273190"
"33","278876"
"34","287839"
"35","289958"
"36","292121"
"37","294353"
"38","310338"
"39","321136"
"40","323706"
"41","350168"
"42","351859"
"43","359982"
"44","360400"
"45","363320"
"46","393682"
"47","394235"
"48","411336"
"49","417685"
"50","432090"
"51","435774"
"52","437352"
"53","446367"
"54","450577"
"55","476983"
"56","478949"
"57","489365"
"58","505231"
"59","519310"
"60","522081"
"61","530247"
"62","533927"
"63","545261"
"64","548184"
"65","552639"
"66","564184"
"67","564447"
"68","593292"
"69","600775"
"70","610118"
"71","610596"
"72","627432"
"73","637716"
"74","647520"
"75","652371"
"76","657217"
"77","690516"
"78","690934"
"79","698327"
"80","726692"
"81","728498"
"82","735890"
"83","742795"
"84","745037"
"85","752783"
"86","753399"
"87","756928"
"88","767983"
"89","777327"
"90","786955"
"91","788106"
"92","802498"
"93","803778"
"94","806038"
"95","818481"
"96","840667"
"97","845417"
"98","846470"
"99","849409"
"100","849567"
"101","850435"
"102","852118"
"103","857810"
"104","858223"
"105","898669"
"106","906038"
"107","910976"
"108","919830"
"109","937678"
"110","953951"
"111","955153"
"112","959948"
"113","995469"
"114","999984"
"115","1040156"
"116","1043046"
"117","1059891"
"118","1068505"
"119","1072481"
"120","1079675"
"121","1105845"
"122","1118031"
"123","1132409"
"124","1133296"
"125","1138052"
"126","1139851"
"127","1144861"
"128","1146653"
"129","1167658"
"130","1171566"
"131","1177971"
"132","1183005"
"133","1183628"
"134","1185357"
"135","1196791"
"136","1228561"
"137","1240586"
"138","1252565"
"139","1267186"
"140","1270324"
"141","1281257"
"142","1284776"
