fid,id
"1","5022"
"2","5203"
"3","5238"
"4","5295"
"5","6848"
"6","7322"
"7","7801"
"8","8024"
"9","9668"
"10","9783"
"11","10962"
"12","11943"
"13","12048"
"14","12937"
"15","12940"
"16","13808"
"17","14287"
"18","14377"
"19","14991"
"20","15341"
"21","15396"
"22","17092"
"23","17693"
"24","17747"
"25","18728"
"26","19169"
"27","19282"
"28","19601"
"29","19812"
"30","20755"
"31","20853"
"32","20913"
"33","21456"
"34","21794"
"35","22918"
"36","23686"
"37","24143"
"38","25406"
"39","25696"
"40","26520"
"41","26785"
"42","27644"
"43","27659"
"44","28321"
"45","29455"
"46","29683"
"47","30927"
"48","31555"
"49","32037"
"50","32331"
"51","35526"
"52","36703"
"53","38638"
"54","39282"
"55","39593"
"56","41348"
"57","41513"
"58","42580"
"59","44221"
"60","45393"
"61","45542"
"62","45556"
"63","45940"
"64","46723"
"65","46911"
"66","47370"
"67","48719"
"68","50447"
"69","53196"
"70","54860"
"71","55737"
"72","55982"
"73","57740"
"74","57754"
"75","59014"
"76","59709"
"77","59855"
"78","60164"
"79","60457"
"80","60611"
"81","61167"
"82","61492"
"83","61509"
"84","62095"
"85","62430"
"86","62903"
"87","63299"
"88","63913"
"89","64000"
"90","64707"
"91","65019"
"92","65615"
"93","65813"
"94","66275"
"95","66451"
"96","66741"
"97","68765"
"98","68900"
"99","68974"
"100","69894"
"101","69921"
"102","70095"
"103","71010"
"104","71248"
"105","74404"
"106","74860"
"107","79782"
"108","85094"
"109","86215"
"110","89621"
"111","94477"
"112","94783"
"113","95747"
"114","96471"
"115","99085"
"116","102995"
"117","105510"
"118","110739"
"119","112359"
"120","113945"
"121","114229"
"122","120362"
"123","121861"
"124","126443"
"125","126816"
"126","131154"
"127","132695"
"128","134934"
"129","135393"
"130","135465"
"131","141890"
"132","141984"
"133","144087"
"134","145994"
"135","148259"
"136","148825"
"137","149287"
"138","154934"
"139","157673"
"140","159749"
"141","159815"
"142","160609"
"143","160994"
"144","161394"
"145","162508"
"146","164989"
"147","166006"
"148","167013"
"149","167017"
"150","167482"
"151","169483"
"152","170761"
"153","172700"
"154","172870"
"155","174527"
"156","176135"
"157","177421"
"158","177495"
"159","179741"
"160","180507"
"161","180792"
"162","182069"
"163","182095"
"164","185266"
"165","187488"
"166","187986"
"167","188146"
"168","188674"
"169","189732"
"170","189787"
"171","190267"
"172","190542"
"173","193393"
"174","193853"
"175","194154"
"176","195123"
"177","195578"
"178","195989"
"179","199195"
"180","200645"
"181","200955"
"182","203901"
"183","205043"
"184","205485"
"185","205735"
"186","211974"
"187","212178"
"188","213330"
"189","215784"
"190","220351"
"191","221043"
"192","221097"
"193","221618"
"194","222304"
"195","224004"
"196","224006"
"197","225297"
"198","225887"
"199","225926"
"200","227715"
"201","228925"
"202","230321"
"203","231414"
"204","233638"
"205","235651"
"206","236671"
"207","239055"
"208","239766"
"209","239899"
"210","241140"
"211","241862"
"212","242532"
"213","242643"
"214","243229"
"215","245544"
"216","246938"
"217","249414"
"218","249867"
"219","250311"
"220","250801"
"221","251262"
"222","252076"
"223","252607"
"224","254409"
"225","255024"
"226","255476"
"227","255601"
"228","255957"
"229","256078"
"230","257097"
"231","257568"
"232","257787"
"233","258740"
"234","261259"
"235","261344"
"236","261674"
"237","261781"
"238","262478"
"239","262583"
"240","263776"
"241","265036"
"242","265145"
"243","265506"
"244","265912"
"245","266437"
"246","266449"
"247","266756"
"248","268392"
"249","270231"
"250","270345"
"251","271950"
"252","273190"
"253","274062"
"254","274376"
"255","277370"
"256","278145"
"257","278876"
"258","279093"
"259","281521"
"260","283072"
"261","283184"
"262","283272"
"263","284208"
"264","285492"
"265","287839"
"266","287845"
"267","289703"
"268","289958"
"269","291812"
"270","292047"
"271","292121"
"272","292266"
"273","294250"
"274","294353"
"275","296345"
"276","296844"
"277","298073"
"278","299078"
"279","301034"
"280","303345"
"281","303462"
"282","306702"
"283","309342"
"284","310338"
"285","313890"
"286","318021"
"287","320865"
"288","321136"
"289","322974"
"290","323706"
"291","324800"
"292","325429"
"293","329385"
"294","341982"
"295","342027"
"296","344068"
"297","346805"
"298","350168"
"299","351859"
"300","352651"
"301","353317"
"302","354095"
"303","359982"
"304","360400"
"305","363320"
"306","363673"
"307","364275"
"308","367042"
"309","378460"
"310","382524"
"311","385190"
"312","385657"
"313","386744"
"314","386799"
"315","387666"
"316","393094"
"317","393682"
"318","394235"
"319","396636"
"320","397420"
"321","401579"
"322","402037"
